id,status_update,created_by,created_time,media_url,posted_ip,privacy_settings,post_status
581,Death-row serial killer led police to the burial ground of at least 10 victims.,918,2021-04-17T09:42:44Z,http://dummyimage.com/1056x1505.png/dddddd/000000,243.126.248.151,friends,deleted
582,"“Role-play all you want,” Sgt. Pete Simpson told ABC affiliate KATU. “But when you do something that is going to generate a 911 call, you should...",976,2020-11-23T11:06:39Z,http://dummyimage.com/505x501.png/dddddd/000000,5.210.39.194,anyone,deleted
583,Poor sleep appears to be associated with early signs of Alzheimer's disease.,133,2020-12-29T14:19:12Z,http://dummyimage.com/336x103.png/cc0000/ffffff,94.240.149.176,anyone,draft
584,"It’s no secret that Adele mined her love life to pen her Grammy-winning album 21, but there have been no details about the guy who broke the...",424,2021-03-16T01:10:03Z,http://dummyimage.com/1211x297.png/ff4444/ffffff,121.212.95.203,friends,draft
585,Deliberations in the killing of Yeardley Love set to begin Wednesday.,617,2021-08-10T11:17:32Z,http://dummyimage.com/1457x1536.png/cc0000/ffffff,114.236.229.205,anyone,active
586,"Jeremy Lin, the overnight star of the New York Knicks, can trace his roots to Zhejiang province through his maternal grandmother, Lin Chu Muen.",542,2021-01-25T14:00:37Z,http://dummyimage.com/1238x1134.png/dddddd/000000,200.159.187.191,anyone,deleted
587,"Piranhas are not known to peacefully co-exist with other creatures, but one Amazonian fish has been doing just that, leading scientists to believe its scales could hold the key to creating better military body armor.",884,2021-06-23T20:51:31Z,http://dummyimage.com/504x1652.png/dddddd/000000,83.19.244.110,me,active
588,"It was a delicate, cutting-edge operation that saved the baby from a rare but fatal heart defect, the Associated Press reports.",628,2020-09-14T11:03:17Z,http://dummyimage.com/1588x985.png/dddddd/000000,37.251.139.143,anyone,active
589,"(Eric Lorentzen-Newberg/Flickr Open/Getty Images) Play and laughter is found built in deep in the brain stem alongside rage and lust Nature’s Edge Notebook #18 Observation, Analysis, Reflection, New Questions Who would ever think of tickling a rat? It’s not the first thing that comes to mind ...",939,2021-05-23T16:18:16Z,http://dummyimage.com/707x907.png/ff4444/ffffff,127.23.222.74,me,active
590,"Lincoln Brown, 48, a sixth-grade writing and social studies teacher at Murray Language Academy, said he turned a bad classroom situation - in which...",30,2020-12-15T18:49:33Z,http://dummyimage.com/924x1189.png/ff4444/ffffff,120.214.161.71,anyone,draft
591,"In Gallup’s annual favorability ratings, no country scored better than America’s neighbor to the north.",830,2021-07-21T13:25:28Z,http://dummyimage.com/1587x1140.png/ff4444/ffffff,181.42.122.245,friends,deleted
593,Miranda Lambert and Chris Brown have been battling in a public Twitter feud since the Grammy Awards last Sunday night.,578,2021-07-03T13:58:57Z,http://dummyimage.com/1468x1593.png/dddddd/000000,57.0.199.123,friends,active
594,Rick Santorum is on a roll. He’s drawing huge crowds on the campaign trail. The latest Gallup poll shows him ahead of Mitt Romney by eight points nationally.,140,2021-05-05T10:12:30Z,http://dummyimage.com/1368x474.png/cc0000/ffffff,53.53.86.144,me,deleted
595,Three advanced skiers were killed by an avalanche while one survived.,22,2020-09-09T12:06:13Z,http://dummyimage.com/600x286.png/5fa2dd/ffffff,49.237.35.57,friends,draft
596,"Profit sharing pays off for auto, aviation workers and economies.",746,2021-01-26T20:53:54Z,http://dummyimage.com/1360x206.png/5fa2dd/ffffff,67.30.178.131,me,draft
597,"Teen who fought school's prayer banner will receive a $42,000 scholarship.",741,2021-05-16T05:04:13Z,http://dummyimage.com/769x1841.png/dddddd/000000,219.194.87.154,anyone,deleted
598,"As Rick Santorum makes his way toward a two-man race with Mitt Romney, he has ratcheted up his rhetoric, displaying an incre…",382,2021-08-10T06:21:37Z,http://dummyimage.com/1833x890.png/cc0000/ffffff,131.76.202.207,friends,deleted
599,"The plant in this picture dates from the Pleistocene Age, 30,000 years ago, before agriculture, before writing, before the last Ice Age.",232,2021-02-09T06:41:28Z,http://dummyimage.com/1806x1667.png/cc0000/ffffff,44.231.153.46,anyone,active
600,"Scientists from the Netherlands are working on making a hamburger with a hefty price tag — about $317,000.",872,2021-07-04T08:35:25Z,http://dummyimage.com/465x1054.png/5fa2dd/ffffff,13.31.19.139,anyone,draft
601,"The best friend of newlywed Tina Watson said today that Watson's husband, accused 'honeymoon killer' Gabe Watson, showed off pictures of his dead wife in front of 'Caution: Drowning' signs at Tina's funeral.",86,2021-08-30T15:38:44Z,,246.173.236.64,me,deleted
602,"Jury selection begins Wednesday in a New Brunswick, N.J., courtroom for the trial of Dahrun Ravi, the Rutgers University student who with a silent flip of his laptop webcam secretly watched his roommate in a moment of gay intimacy, and unwittingly set in motion a series of events that would make him...",163,2021-07-12T20:08:24Z,http://dummyimage.com/362x339.png/ff4444/ffffff,26.4.159.248,friends,draft
603,A Michigan man whose son died in Iraq has burned the state flag of New Jersey after New Jersey flew its flags at half-staff in memory of Whitney Houston last week.,158,2021-02-02T18:49:13Z,http://dummyimage.com/1252x1961.png/ff4444/ffffff,94.215.232.129,anyone,active
604,"Until his death in 1985, Jean-Marie Loret believed that he was the only son of Adolf Hitler.",88,2020-09-27T10:58:47Z,http://dummyimage.com/1212x1944.png/ff4444/ffffff,216.215.139.113,anyone,active
605,"The Dow Jones industrial average hit 13,000 for the first time since May 2008.",789,2020-09-08T14:42:48Z,http://dummyimage.com/664x310.png/5fa2dd/ffffff,216.159.96.150,friends,draft
606,Volunteers sought for experiment in Hawaii to test food menus for Mars flights.,354,2021-04-03T05:24:17Z,http://dummyimage.com/745x1918.png/cc0000/ffffff,7.32.73.194,friends,deleted
607,"Livestock in the United States may be building resistance to deadly bacterial infections, and those superbugs may be easily transferrable to humans, according to a new study published in the journal, mBio.",748,2021-07-08T23:04:39Z,http://dummyimage.com/439x1097.png/cc0000/ffffff,41.89.255.18,me,draft
608,The gun-toting North Carolina dad gave his daughter a tough-love lesson when he responded to her bratty Facebook post about him by shooting her laptop on camera .,916,2020-12-28T08:32:55Z,http://dummyimage.com/920x163.png/cc0000/ffffff,102.58.152.13,me,deleted
609,"What does a man do when caught red-eyed staring at a woman’s cleavage? And what does a man do when that woman is not his wife, the president of a nation, but the wife of a prince? And how does a man respond when his indecent exposure is caught-on-camera and broadcast to the world?",242,2020-09-03T08:30:01Z,http://dummyimage.com/276x892.png/ff4444/ffffff,105.127.37.242,friends,draft
610,Hemy Neuman also claims a demon appeared to him that resembeled Barry White.,952,2021-04-01T23:23:28Z,http://dummyimage.com/1310x412.png/dddddd/000000,123.199.72.27,me,draft
611,Author Kenneth C. Davis explains this most confusing of Election Day quirks.,660,2021-01-06T17:38:51Z,http://dummyimage.com/1965x994.png/cc0000/ffffff,37.70.162.18,friends,draft
612,A guide to using the popular digital pinboard site.,795,2021-03-05T03:47:22Z,http://dummyimage.com/1987x320.png/dddddd/000000,23.87.68.139,anyone,deleted
613,Genetics and in-breeding cause six generations of family to turn blue.,638,2021-02-22T01:36:03Z,http://dummyimage.com/206x1422.png/5fa2dd/ffffff,180.233.241.235,friends,draft
614,Young women without chest pain are more likely to die from a heart attack.,195,2021-02-12T15:18:01Z,http://dummyimage.com/1831x788.png/5fa2dd/ffffff,243.100.151.103,me,draft
615,They died in intense shelling in Homs while other journalists were injured.,329,2021-05-20T21:22:46Z,http://dummyimage.com/1265x149.png/cc0000/ffffff,142.180.226.9,anyone,deleted
616,"Rick Santorum says his 2008 comments that “Satan has set his sights on the United States of America” are “not relevant” to the 2012 presidential race, but Chris Christie told me on “GMA” that Santorum is wrong.",88,2021-05-02T19:51:42Z,http://dummyimage.com/1446x416.png/ff4444/ffffff,246.0.247.161,friends,active
617,"Meredith Lowell, 27, is charged with solicitation to commit murder after she allegedly tried to hire a hit-man over Facebook to kill a random person who was wearing fur.",499,2020-10-21T08:36:01Z,http://dummyimage.com/760x1949.png/ff4444/ffffff,120.102.213.221,friends,draft
618,An Indiana Republican sees the scouts as a “radicalized” abortion rights group that is destroying U.S. families.,406,2021-08-16T18:03:51Z,http://dummyimage.com/1603x1696.png/5fa2dd/ffffff,180.225.89.0,me,active
619,"Google plans to introduce what appear to be the glasses of the future by year’s end, The New York Times’ Nick Bilton wrote today.",890,2021-05-30T00:45:48Z,http://dummyimage.com/148x1790.png/5fa2dd/ffffff,1.25.20.144,me,draft
620,"If you're in the market for an insult, the GOP race is ripe with inspiration.",470,2020-11-17T02:33:01Z,http://dummyimage.com/1672x1427.png/dddddd/000000,181.222.136.143,friends,deleted
621,"Texas woman, 48, was pushing her child in a stroller.",755,2021-02-09T05:49:06Z,http://dummyimage.com/1196x366.png/cc0000/ffffff,105.116.167.74,friends,deleted
622,Xavier Alvarez lied about being awarded the Congressional Medal of Honor.,567,2020-11-14T21:30:10Z,http://dummyimage.com/493x1545.png/5fa2dd/ffffff,180.129.30.3,me,active
624,A Charlottesville jury of five women and seven men deliberated for nine hours.,69,2021-05-27T16:46:44Z,http://dummyimage.com/140x670.png/ff4444/ffffff,11.201.102.75,anyone,active
625,"ABC News and Yahoo News will offer live coverage and commentary of the Republican presidential debate in Mesa, Arizona, when it kicks off at 7:45 p.m. ET.",483,2021-03-27T11:26:38Z,http://dummyimage.com/1386x1077.png/dddddd/000000,188.14.246.12,friends,draft
626,The headlines of major newspapers and TV networks this week have been dominated by rising gas prices. Drivers across the country have shared their stories on the cost - with many already paying more than $4 a gallon at the pump. There have even been reports of gas prices rising at a rate of 10 to...,647,2021-07-14T11:50:21Z,http://dummyimage.com/564x558.png/cc0000/ffffff,76.166.119.12,me,active
627,First words out of Romney's mouth are a planned attack on Santorum.,861,2021-03-12T06:00:11Z,http://dummyimage.com/219x1250.png/5fa2dd/ffffff,72.0.233.163,anyone,active
628,A Charlottesville jury of five women and seven men deliberated for nine hours.,333,2021-05-22T09:34:54Z,http://dummyimage.com/618x1277.png/dddddd/000000,211.172.1.5,anyone,deleted
629,"A California plastic surgeon is keeping it in the family by performing multiple cosmetic procedures on his own young daughters. Dr. Michael Niccole, founder of the CosmetiCare Plastic S…",644,2021-05-29T15:35:15Z,http://dummyimage.com/248x254.png/5fa2dd/ffffff,69.246.122.125,friends,draft
630,Authorities seek info to learn if death was result of a drug overdose or poison.,136,2021-07-07T13:22:13Z,http://dummyimage.com/667x952.png/cc0000/ffffff,120.87.77.146,anyone,deleted
631,"That figure includes fuel, flight consumables, depot level repairs, aircraft overhaul and engine overhaul.",521,2021-06-03T18:07:53Z,http://dummyimage.com/1424x853.png/5fa2dd/ffffff,158.225.26.185,anyone,active
632,A spokeswoman with the Marine Corps Air Station Yuma in Arizona says it happened Wednesday evening during night training in a remote area.,881,2021-02-27T10:19:12Z,http://dummyimage.com/943x1043.png/ff4444/ffffff,100.158.222.51,anyone,draft
633,A Seattle-area third-grader is in critical condition today after being shot in the abdomen when a gun went off in her classroom.,749,2020-10-01T20:49:28Z,http://dummyimage.com/1727x1246.png/ff4444/ffffff,189.237.170.168,me,active
634,"Women who get migraines are more likely to develop depression, study finds.",163,2020-12-11T10:47:32Z,http://dummyimage.com/857x1486.png/ff4444/ffffff,213.131.178.2,anyone,draft
635,"The National Enquirer has published a photo of Whitney Houston in an open casket on the cover of this week’s issue, sparking outrage over whether the tabloid has finally gone too far.",890,2021-07-04T20:48:38Z,http://dummyimage.com/108x891.png/cc0000/ffffff,186.91.245.178,friends,deleted
636,UK High Court judge Nigel Teare approved the use of Facebook to serve legal documents in a British case regarding an alleged business scam.,595,2020-12-08T09:33:01Z,http://dummyimage.com/1147x1700.png/5fa2dd/ffffff,221.146.62.5,friends,deleted
637,Gabe Watson was charged with drowning his wife during honeymoon.,95,2021-02-15T11:02:52Z,http://dummyimage.com/1626x1966.png/ff4444/ffffff,254.223.46.29,friends,active
638,High school basketball star Maggie Meier had brain swelling from meningitis.,897,2020-12-03T19:54:51Z,http://dummyimage.com/610x1017.png/5fa2dd/ffffff,181.71.165.69,me,active
639,A 7-year-old California girl who saved both her sister and father’s lives by reaching into her dad’s pocket to grab his cell phone and call 911 as he went into diabetic shock while driving says she thought her life was over at that moment.,206,2020-11-04T08:53:32Z,http://dummyimage.com/1531x600.png/cc0000/ffffff,151.39.35.203,me,draft
640,Rental car company agrees to support bill to ban rental of recalled cars.,784,2020-12-23T09:54:39Z,http://dummyimage.com/1192x1239.png/dddddd/000000,213.32.1.191,me,active
641,Naomi Gibson never could've prepared herself for her daughter's new YouTube post,459,2020-10-01T05:33:36Z,http://dummyimage.com/1981x1347.png/dddddd/000000,238.251.81.255,me,active
642,"Farewell to lovesick maidens and damsels in distress. Farewell to discrimination and sexism — well, at least on French forms.",956,2021-02-10T13:05:16Z,http://dummyimage.com/666x1684.png/5fa2dd/ffffff,252.99.84.186,anyone,active
643,"Burglar steals supplies, shoots up cabins and leaves menacing messages.",453,2021-02-14T14:39:48Z,http://dummyimage.com/1447x478.png/cc0000/ffffff,183.201.186.16,friends,deleted
